,model,exp_type,prompt,pred,true,response
24,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .""
Question: In the event ""struck"", does the participant ""him"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  sentence  is  about  a  man  who  was  killed  by  a  blow  to  the  head ."
25,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Dessert was ... hmmm , that 's interesting , I do n't even remember dessert .""
Question: In the event ""remember"", does the participant ""I"" change in state?
Answer: ",Yes,No,"Yes . 
 Now ,  let 's  try  a  question  about  the  following  sentence . 
 Sent ence :"
26,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""But if -- there 's a painting on the wall in the Oval Office that shows a horseman charging up a steep cliff , and there are at least two other horsemen following .""
Question: In the event ""shows"", does the participant ""horseman"" change in state?
Answer: ",Yes,No,"Yes . 
 Answer :     No . 
 Answer :     Yes . 
 Answer :"
27,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""You need either a filter for each device except the DSL modem , or a whole home filter which filters all the jacks , except the one which the DSL modem connects .""
Question: In the event ""filters"", does the participant ""filter"" change in state?
Answer: ",Yes,No,"Yes . 
 The  participant  is  asked  to  answer  the  question  "" Does  the  participant  filter  change  in  state"
28,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I got highlights , haircut , and a blowdry .""
Question: In the event ""got"", does the participant ""I"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  sentence  is  a  simple  one ,  but  it  is  a  good  example  of  how  the"
29,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Attached are the draft Schedule to the ISDA Master Agreement , together with Paragraph 13 to the ISDA Credit Support Annex .""
Question: In the event ""Attached"", does the participant ""Schedule"" change in state?
Answer: ",Yes,No,"Yes . 
 The  "" Sche dule ""  is  attached  to  the  "" IS DA  Master  Agreement ""  and"
30,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Family owned and operated makes sure the atmosphere is relaxed and the food home - cooked with style .""
Question: In the event ""cooked"", does the participant ""food"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
31,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I melt brass and cast it http://www.mikegigi.com/castgobl.htm""
Question: In the event ""cast"", does the participant ""it"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  sentence  is  about  a  process ,  and  the  process  is  a  change  in  state ."
32,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""What followed the next day is considered by the governor and Dunn to be the pivotal moment of the energy crisis .""
Question: In the event ""followed"", does the participant ""What"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
33,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I dropped the truck off in the morning and it was ready that afternoon .""
Question: In the event ""dropped"", does the participant ""truck"" change in state?
Answer: ",Yes,No,"Yes . 
 Now ,  let 's  look  at  the  same  sentence ,  but  with  a  different  verb ."
34,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Most experts believe China intends to develop a small space station of its own over the next several years .""
Question: In the event ""develop"", does the participant ""station"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  is  a  yes - no  question  about  the  following  sentence . 
 Sent ence"
35,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""They had a room with a $ 99 rate , which I booked .""
Question: In the event ""booked"", does the participant ""I"" change in state?
Answer: ",Yes,No,"Yes . 
 Now ,  answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence"
36,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Everything was done on a timely manner and things were cleaned and picked up every day when the crew was done .""
Question: In the event ""done"", does the participant ""Everything"" change in state?
Answer: ",Yes,Yes,"Yes . 
 Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  """
37,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I did the same thing that you did for christmas .""
Question: In the event ""did"", does the participant ""I"" change in state?
Answer: ",Yes,No,"Yes . 
 The  sentence  "" I  did  the  same  thing  that  you  did  for  christ mas ""  is"
38,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I hope you have a great summer .""
Question: In the event ""hope"", does the participant ""I"" change in state?
Answer: ",Yes,No,"Yes . 
 The  sentence  "" I  hope  you  have  a  great  summer ""  is  a  sentence  that  is"
39,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""This defeats the purpose of using a Tradename .""
Question: In the event ""defeats"", does the participant ""purpose"" change in state?
Answer: ",Yes,No,"Yes . 
 The  purpose  of  using  a  Trad ename  is  to  defeat  the  purpose  of  using  a  Trad"
40,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I had this ridiculous celebrity stylist from LA named Derrick .""
Question: In the event ""had"", does the participant ""I"" change in state?
Answer: ",Yes,Yes,"Yes . 
 Question :  In  the  event  "" had "",  does  the  participant  "" I ""  change  in"
41,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Enclosed is a worksheet for Ineos Acrylics .""
Question: In the event ""Enclosed"", does the participant ""worksheet"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
42,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Justin , I have no knowledge of any bad faith actins Enron has pending in Texas but I will call Richard Sanders who manages domestic litgation here .""
Question: In the event ""manages"", does the participant ""Sanders"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  is  a  list  of  the  participants  in  the  En ron  Sc andal . 
"
43,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""To that regards , I noticed I was not approved to sell naked calls .""
Question: In the event ""noticed"", does the participant ""I"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  is  a  list  of  the  most  common  words  in  the  English  language . 
"
44,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I need something reliable and good looking .""
Question: In the event ""need"", does the participant ""something"" change in state?
Answer: ",Yes,No,"Yes . 
 Question :  In  the  event  "" rel iable "",  does  the  participant  "" something ""  change"
45,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""You have two screws that attach the sight to the wang .""
Question: In the event ""have"", does the participant ""You"" change in state?
Answer: ",Yes,No,"Yes . 
 The  participant  "" You ""  changes  in  state  from  "" not  having  two  screws  that  attach"
46,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""It was incorporated as a city on May 26 , 1955 .""
Question: In the event ""incorporated"", does the participant ""It"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  sentence  "" It  was  incorporated  as  a  city  on  May  26  ,  1955  .""  is"
47,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Pools The Mariner of the Seas and Liberty both had salt water pools - which most cruise ships have .""
Question: In the event ""had"", does the participant ""pools"" change in state?
Answer: ",Yes,No,"Yes . 
 Now  answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :"
48,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: """" There is always the possibility they could jam us up , make us look like we are not numero uno , "" Pike said .""
Question: In the event ""said"", does the participant ""Pike"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  sentence  is  a  bit  more  complex . 
 Sent ence :  ""  The  man"
49,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )""
Question: In the event ""painted"", does the participant ""George"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  sentence  is  true . 
 The  sentence  is  false . 
 The  sentence  is  true"
50,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The missile 's manufacturers state that one or two missiles could cripple a destroyer , and five missiles could sink a 20,000 ton ship .""
Question: In the event ""sink"", does the participant ""missiles"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
51,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I interviewed several contractors for a kitchen remodel .""
Question: In the event ""interviewed"", does the participant ""contractors"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  is  a  list  of  words  that  are  used  in  the  experiment . 
 The"
52,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""We took our beloved kitty to him and it came back dead .""
Question: In the event ""took"", does the participant ""kitty"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  bit  more  complex . 
 Sent ence :  "" We  took"
53,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""President Bush pinched a few nerves yesterday with his choice of words :""
Question: In the event ""pinched"", does the participant ""Bush"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  is  a  yes - no  question  about  the  following  sentence . 
 Sent ence"
54,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""About 1,200 Indian soldiers were killed during this phase of the conflict .""
Question: In the event ""killed"", does the participant ""soldiers"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  is  a  yes - no  question  about  the  following  sentence . 
 Sent ence"
55,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""All you have to do is become a member and watch your earnings grow !""
Question: In the event ""grow"", does the participant ""earnings"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
56,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""There is a very good book on the subject that was written by General Vo Nguyen Giap .""
Question: In the event ""written"", does the participant ""book"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
57,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .""
Question: In the event ""published"", does the participant ""report"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  is  a  list  of  the  types  of  events  that  can  be  used  in  the"
58,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Brass has an even higher melting point than bronze and I would think your charcoal just does n't get hot enough .""
Question: In the event ""has"", does the participant ""point"" change in state?
Answer: ",Yes,No,"Yes . 
 The  participant  "" point ""  changes  state  from  "" has ""  to  "" had "". 
"
59,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I have my paralegal gathering the pleadings Enron requested .""
Question: In the event ""requested"", does the participant ""Enron"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
60,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Four guys around a large square open hibachi cook your food , and when it 's finished a server brings it to your table .""
Question: In the event ""finished"", does the participant ""it"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  sentence  is  about  a  process  that  is  ongoing .  The  process  is  "" four  guys"
61,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The latter usually consider human beings a threat but the polar bear considers humans a snack , experts said .""
Question: In the event ""considers"", does the participant ""bear"" change in state?
Answer: ",Yes,No,"Yes . 
 The  polar  bear  is  in  a  different  state  after  considering  humans  a  snack . 
 The"
62,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Even Zawahiri 's attorney in 1999 said that Bin Laden and Zawahiri were likely to resort to the biological and chemical agents they possessed given the extradition pressure senior Al Qaeda leaders faced .""
Question: In the event ""faced"", does the participant ""leaders"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  is  a  yes - no  question  about  the  following  sentence . 
 Sent ence"
63,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The food tasted like rat feces""
Question: In the event ""tasted"", does the participant ""food"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  food  is  in  a  different  state  than  it  was  before . 
 The  food  is"
64,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The last wolf was killed in Yellowstone National Park in 1943 .""
Question: In the event ""killed"", does the participant ""wolf"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  about  a  person . 
 Sent ence :  "" The  last  person"
65,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Dr. Obina told me that his office closed at noon and that I should call him on Monday .""
Question: In the event ""closed"", does the participant ""office"" change in state?
Answer: ",Yes,Yes,"Yes . 
 Answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence :  """
66,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Police said Bernard confessed to detectives that he had sex with a young girl in November 2002 and admitted to knowing about sexual acts involving children and a dog that occurred at Hosanna Church .""
Question: In the event ""involving"", does the participant ""children"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  word  "" in vol ving ""  is  a  pre pos itional  phrase .  It  is"
67,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""By comparison , outdoor cats have a life expectancy of 3 - 7 years depending on how many predators are in the local environment .""
Question: In the event ""have"", does the participant ""cats"" change in state?
Answer: ",Yes,Yes,"Yes . 
 Question :  In  the  event  "" have "",  does  the  participant  "" out door  cats """
68,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: """" Should the Arctic Ocean become ice - free in summer , it is likely that polar bears and some seal species would be driven toward extinction , "" the report concluded .""
Question: In the event ""driven"", does the participant ""bears"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  from  the  same  article . 
 ""  The  report  ,  which  was"
69,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: """" The governor believes it was the defining moment , when what was a mounting problem turned into an instant crisis , "" Maviglio said .""
Question: In the event ""turned"", does the participant ""what"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  governor  believes  it  was  the  defining  moment  when  what  was  a  mounting  problem  turned  into"
70,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Hyatt web site improved .""
Question: In the event ""improved"", does the participant ""site"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
71,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""An incredible number of people in the Arab world believe that September 11 never happened , or was an American provocation or , even better , a Jewish plot .""
Question: In the event ""happened"", does the participant ""September"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
72,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: """" Thou art growing less doltish and more shrewd every day , Sancho , "" said Don Quixote .""
Question: In the event ""growing"", does the participant ""Thou"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  bit  more  complex . 
 Sent ence :  ""  The  man"
73,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""In the end Nixon kept his promise for "" . peace with honor .. """"
Question: In the event ""kept"", does the participant ""Nixon"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
74,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I melt brass and cast it http://www.mikegigi.com/castgobl.htm""
Question: In the event ""melt"", does the participant ""brass"" change in state?
Answer: ",Yes,Yes,"Yes . 
 Now ,  let 's  look  at  the  same  sentence ,  but  with  a  different  verb ."
75,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Bisconti wanted over $ 300 to fix my laptop and these guys fixed it for $ 90 !""
Question: In the event ""fix"", does the participant ""laptop"" change in state?
Answer: ",Yes,Yes,"Yes . 
 Now ,  answer  this  yes - no  question  about  the  following  sentence . 
 Sent ence"
76,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I understand how competitive the process has become , but I felt that with my work experiences , recommendations , personality , extracurricular activities , etc. that this would compensate for my disability .""
Question: In the event ""become"", does the participant ""process"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
77,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""We understand that the pipe fitters are also planning to picket the Lake Worth , Florida project as well .""
Question: In the event ""planning"", does the participant ""fitters"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  is  a  yes - no  question  about  the  following  sentence . 
 Sent ence"
78,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""They did a vehicle wrap for my Toyota Venza that looks amazing .""
Question: In the event ""did"", does the participant ""wrap"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
79,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The Agel compensation plan includes the principles that ensure that promise can be fulfilled for those who work at it .""
Question: In the event ""fulfilled"", does the participant ""promise"" change in state?
Answer: ",Yes,No,"Yes . 
 The  "" prom ise ""  is  the  participant 's  promise  to  work  the  plan .  The"
80,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""A state Senate committee is set today to start serving 16 subpoenas on electricity producers and officials who manage California 's energy grid to determine whether they acted in concert to manipulate energy prices .""
Question: In the event ""serving"", does the participant ""subpoenas"" change in state?
Answer: ",Yes,No,"Yes . 
 The  word  "" sub p oen a ""  is  a  noun .  It  is  a  Latin"
81,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I KNOW YOU HAVE A LOT GOING ON WITH YOU AND THE LITTLE WOMAN .""
Question: In the event ""KNOW"", does the participant ""I"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  is  a  list  of  the  possible  answers  to  the  above  question . 
 Yes"
82,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""I used Birdies for our Annual Walk Against Drugs and Alcohol event .""
Question: In the event ""used"", does the participant ""I"" change in state?
Answer: ",Yes,No,"Yes . 
 The  sentence  is  about  a  specific  event ,  and  the  participant  changes  in  state . 
"
83,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""My brother said they only had full - auto and semiautomatic during Vietnam .""
Question: In the event ""said"", does the participant ""brother"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  is  a  list  of  the  possible  answers  to  the  above  question . 
 Yes"
84,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Dr Greenwalt fixed my neck from a snowboard injury and was way more effective that a regular doctor .""
Question: In the event ""fixed"", does the participant ""neck"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
85,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) .""
Question: In the event ""dominated"", does the participant ""elections"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
86,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""He warned water levels could still rise .""
Question: In the event ""rise"", does the participant ""levels"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  about  a  person  who  is  in  a  car . 
 Sent ence"
87,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""Thanks to repeated deployments to Iraq and Afghanistan , recruiting is at an all - time low .""
Question: In the event ""is"", does the participant ""recruiting"" change in state?
Answer: ",Yes,Yes,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
88,gpt-3,change_of_state,"Answer this yes-no question about the following sentence.
Sentence: ""i think Miramar was a famous goat trainer or something .""
Question: In the event ""think"", does the participant ""i"" change in state?
Answer: ",Yes,No,"Yes . 
 The  following  sentence  is  a  yes - no  question  about  the  following  sentence . 
 Sent"
