,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
10,jurassic-large,object-control-passive,Avery,Casey,False,called upon,to come,Casey,Avery,"You will be given a context and a question.
Context: Avery was called upon by Casey to come.

Question: Who called upon someone to come?
Answer: Casey
Question: Who was called upon to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was called upon by Casey to come.\n\nQuestion: Who called upon someone to come?\nAnswer: Casey\nQuestion: Who was called upon to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(A')",10.0,10.0
11,jurassic-large,object-control-passive,Avery,Casey,False,called upon,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery was called upon by Casey to go.

Question: Who called upon someone to go?
Answer: Casey
Question: Who was called upon to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was called upon by Casey to go.\n\nQuestion: Who called upon someone to go?\nAnswer: Casey\nQuestion: Who was called upon to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(A')",11.0,11.0
12,jurassic-large,object-control-passive,Avery,Casey,False,called upon,to read,Casey,Avery,"You will be given a context and a question.
Context: Avery was called upon by Casey to read.

Question: Who was called upon to read?
Answer: Avery
Question: Who called upon someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was called upon by Casey to read.\n\nQuestion: Who was called upon to read?\nAnswer: Avery\nQuestion: Who called upon someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",12.0,12.0
13,jurassic-large,object-control-passive,Avery,Casey,False,called upon,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was called upon by Casey to run.

Question: Who called upon someone to run?
Answer: Casey
Question: Who was called upon to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was called upon by Casey to run.\n\nQuestion: Who called upon someone to run?\nAnswer: Casey\nQuestion: Who was called upon to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(A')",13.0,13.0
14,jurassic-large,object-control-passive,Avery,Casey,False,called upon,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was called upon by Casey to call.

Question: Who was called upon to call?
Answer: Avery
Question: Who called upon someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was called upon by Casey to call.\n\nQuestion: Who was called upon to call?\nAnswer: Avery\nQuestion: Who called upon someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '(A')",14.0,14.0
15,jurassic-large,object-control-passive,Avery,Casey,False,reminded,to come,Casey,other,"You will be given a context and a question.
Context: Avery was reminded by Casey to come.

Question: Who reminded someone to come?
Answer: Casey
Question: Who was reminded to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was reminded by Casey to come.\n\nQuestion: Who reminded someone to come?\nAnswer: Casey\nQuestion: Who was reminded to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(Both')",15.0,15.0
16,jurassic-large,object-control-passive,Avery,Casey,False,reminded,to go,Casey,other,"You will be given a context and a question.
Context: Avery was reminded by Casey to go.

Question: Who reminded someone to go?
Answer: Casey
Question: Who was reminded to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was reminded by Casey to go.\n\nQuestion: Who reminded someone to go?\nAnswer: Casey\nQuestion: Who was reminded to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(Both')",16.0,16.0
17,jurassic-large,object-control-passive,Avery,Casey,False,reminded,to read,Casey,Avery,"You will be given a context and a question.
Context: Avery was reminded by Casey to read.

Question: Who was reminded to read?
Answer: Avery
Question: Who reminded someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was reminded by Casey to read.\n\nQuestion: Who was reminded to read?\nAnswer: Avery\nQuestion: Who reminded someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",17.0,17.0
18,jurassic-large,object-control-passive,Avery,Casey,False,reminded,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was reminded by Casey to run.

Question: Who was reminded to run?
Answer: Avery
Question: Who reminded someone to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was reminded by Casey to run.\n\nQuestion: Who was reminded to run?\nAnswer: Avery\nQuestion: Who reminded someone to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '(A')",18.0,18.0
19,jurassic-large,object-control-passive,Avery,Casey,False,reminded,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was reminded by Casey to call.

Question: Who was reminded to call?
Answer: Avery
Question: Who reminded someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was reminded by Casey to call.\n\nQuestion: Who was reminded to call?\nAnswer: Avery\nQuestion: Who reminded someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '(A')",19.0,19.0
20,jurassic-large,object-control-passive,Avery,Casey,False,urged,to come,Casey,Avery,"You will be given a context and a question.
Context: Avery was urged by Casey to come.

Question: Who urged someone to come?
Answer: Casey
Question: Who was urged to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was urged by Casey to come.\n\nQuestion: Who urged someone to come?\nAnswer: Casey\nQuestion: Who was urged to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(A')",20.0,20.0
21,jurassic-large,object-control-passive,Avery,Casey,False,urged,to go,Casey,other,"You will be given a context and a question.
Context: Avery was urged by Casey to go.

Question: Who urged someone to go?
Answer: Casey
Question: Who was urged to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was urged by Casey to go.\n\nQuestion: Who urged someone to go?\nAnswer: Casey\nQuestion: Who was urged to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(Both')",21.0,21.0
22,jurassic-large,object-control-passive,Avery,Casey,False,urged,to read,Casey,Avery,"You will be given a context and a question.
Context: Avery was urged by Casey to read.

Question: Who was urged to read?
Answer: Avery
Question: Who urged someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was urged by Casey to read.\n\nQuestion: Who was urged to read?\nAnswer: Avery\nQuestion: Who urged someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",22.0,22.0
23,jurassic-large,object-control-passive,Avery,Casey,False,urged,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was urged by Casey to run.

Question: Who urged someone to run?
Answer: Casey
Question: Who was urged to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was urged by Casey to run.\n\nQuestion: Who urged someone to run?\nAnswer: Casey\nQuestion: Who was urged to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(A')",23.0,23.0
24,jurassic-large,object-control-passive,Avery,Casey,False,urged,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was urged by Casey to call.

Question: Who was urged to call?
Answer: Avery
Question: Who urged someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was urged by Casey to call.\n\nQuestion: Who was urged to call?\nAnswer: Avery\nQuestion: Who urged someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '(A')",24.0,24.0
25,jurassic-large,object-control-passive,Avery,Casey,False,asked,to come,Casey,Avery,"You will be given a context and a question.
Context: Avery was asked by Casey to come.

Question: Who was asked to come?
Answer: Avery
Question: Who asked someone to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was asked by Casey to come.\n\nQuestion: Who was asked to come?\nAnswer: Avery\nQuestion: Who asked someone to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '(A')",25.0,25.0
26,jurassic-large,object-control-passive,Avery,Casey,False,asked,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery was asked by Casey to go.

Question: Who asked someone to go?
Answer: Casey
Question: Who was asked to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was asked by Casey to go.\n\nQuestion: Who asked someone to go?\nAnswer: Casey\nQuestion: Who was asked to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(A')",26.0,26.0
27,jurassic-large,object-control-passive,Avery,Casey,False,asked,to read,Casey,other,"You will be given a context and a question.
Context: Avery was asked by Casey to read.

Question: Who asked someone to read?
Answer: Casey
Question: Who was asked to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was asked by Casey to read.\n\nQuestion: Who asked someone to read?\nAnswer: Casey\nQuestion: Who was asked to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",27.0,27.0
28,jurassic-large,object-control-passive,Avery,Casey,False,asked,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was asked by Casey to run.

Question: Who asked someone to run?
Answer: Casey
Question: Who was asked to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was asked by Casey to run.\n\nQuestion: Who asked someone to run?\nAnswer: Casey\nQuestion: Who was asked to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(A')",28.0,28.0
29,jurassic-large,object-control-passive,Avery,Casey,False,asked,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was asked by Casey to call.

Question: Who was asked to call?
Answer: Avery
Question: Who asked someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was asked by Casey to call.\n\nQuestion: Who was asked to call?\nAnswer: Avery\nQuestion: Who asked someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '(A')",29.0,29.0
30,jurassic-large,object-control-passive,Avery,Casey,False,persuaded,to come,Casey,other,"You will be given a context and a question.
Context: Avery was persuaded by Casey to come.

Question: Who persuaded someone to come?
Answer: Casey
Question: Who was persuaded to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was persuaded by Casey to come.\n\nQuestion: Who persuaded someone to come?\nAnswer: Casey\nQuestion: Who was persuaded to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(Both')",30.0,30.0
31,jurassic-large,object-control-passive,Avery,Casey,False,persuaded,to go,Casey,other,"You will be given a context and a question.
Context: Avery was persuaded by Casey to go.

Question: Who persuaded someone to go?
Answer: Casey
Question: Who was persuaded to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was persuaded by Casey to go.\n\nQuestion: Who persuaded someone to go?\nAnswer: Casey\nQuestion: Who was persuaded to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(Both')",31.0,31.0
32,jurassic-large,object-control-passive,Avery,Casey,False,persuaded,to read,Casey,Avery,"You will be given a context and a question.
Context: Avery was persuaded by Casey to read.

Question: Who was persuaded to read?
Answer: Avery
Question: Who persuaded someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was persuaded by Casey to read.\n\nQuestion: Who was persuaded to read?\nAnswer: Avery\nQuestion: Who persuaded someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",32.0,32.0
33,jurassic-large,object-control-passive,Avery,Casey,False,persuaded,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was persuaded by Casey to run.

Question: Who was persuaded to run?
Answer: Avery
Question: Who persuaded someone to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was persuaded by Casey to run.\n\nQuestion: Who was persuaded to run?\nAnswer: Avery\nQuestion: Who persuaded someone to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '(A')",33.0,33.0
34,jurassic-large,object-control-passive,Avery,Casey,False,persuaded,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was persuaded by Casey to call.

Question: Who persuaded someone to call?
Answer: Casey
Question: Who was persuaded to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was persuaded by Casey to call.\n\nQuestion: Who persuaded someone to call?\nAnswer: Casey\nQuestion: Who was persuaded to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '(A')",34.0,34.0
35,jurassic-large,object-control-passive,Avery,Casey,False,convinced,to come,Casey,Avery,"You will be given a context and a question.
Context: Avery was convinced by Casey to come.

Question: Who was convinced to come?
Answer: Avery
Question: Who convinced someone to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was convinced by Casey to come.\n\nQuestion: Who was convinced to come?\nAnswer: Avery\nQuestion: Who convinced someone to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '(A')",35.0,35.0
36,jurassic-large,object-control-passive,Avery,Casey,False,convinced,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery was convinced by Casey to go.

Question: Who was convinced to go?
Answer: Avery
Question: Who convinced someone to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was convinced by Casey to go.\n\nQuestion: Who was convinced to go?\nAnswer: Avery\nQuestion: Who convinced someone to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '(A')",36.0,36.0
37,jurassic-large,object-control-passive,Avery,Casey,False,convinced,to read,Casey,other,"You will be given a context and a question.
Context: Avery was convinced by Casey to read.

Question: Who convinced someone to read?
Answer: Casey
Question: Who was convinced to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was convinced by Casey to read.\n\nQuestion: Who convinced someone to read?\nAnswer: Casey\nQuestion: Who was convinced to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(Both')",37.0,37.0
38,jurassic-large,object-control-passive,Avery,Casey,False,convinced,to run,Casey,other,"You will be given a context and a question.
Context: Avery was convinced by Casey to run.

Question: Who convinced someone to run?
Answer: Casey
Question: Who was convinced to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was convinced by Casey to run.\n\nQuestion: Who convinced someone to run?\nAnswer: Casey\nQuestion: Who was convinced to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(Both')",38.0,38.0
39,jurassic-large,object-control-passive,Avery,Casey,False,convinced,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was convinced by Casey to call.

Question: Who was convinced to call?
Answer: Avery
Question: Who convinced someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was convinced by Casey to call.\n\nQuestion: Who was convinced to call?\nAnswer: Avery\nQuestion: Who convinced someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '(A')",39.0,39.0
40,jurassic-large,object-control-passive,Avery,Casey,False,forced,to come,Casey,Avery,"You will be given a context and a question.
Context: Avery was forced by Casey to come.

Question: Who was forced to come?
Answer: Avery
Question: Who forced someone to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was forced by Casey to come.\n\nQuestion: Who was forced to come?\nAnswer: Avery\nQuestion: Who forced someone to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '(A')",40.0,40.0
41,jurassic-large,object-control-passive,Avery,Casey,False,forced,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery was forced by Casey to go.

Question: Who was forced to go?
Answer: Avery
Question: Who forced someone to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was forced by Casey to go.\n\nQuestion: Who was forced to go?\nAnswer: Avery\nQuestion: Who forced someone to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '(A')",41.0,41.0
42,jurassic-large,object-control-passive,Avery,Casey,False,forced,to read,Casey,Avery,"You will be given a context and a question.
Context: Avery was forced by Casey to read.

Question: Who was forced to read?
Answer: Avery
Question: Who forced someone to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was forced by Casey to read.\n\nQuestion: Who was forced to read?\nAnswer: Avery\nQuestion: Who forced someone to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(A')",42.0,42.0
43,jurassic-large,object-control-passive,Avery,Casey,False,forced,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was forced by Casey to run.

Question: Who was forced to run?
Answer: Avery
Question: Who forced someone to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was forced by Casey to run.\n\nQuestion: Who was forced to run?\nAnswer: Avery\nQuestion: Who forced someone to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '(A')",43.0,43.0
44,jurassic-large,object-control-passive,Avery,Casey,False,forced,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was forced by Casey to call.

Question: Who was forced to call?
Answer: Avery
Question: Who forced someone to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was forced by Casey to call.\n\nQuestion: Who was forced to call?\nAnswer: Avery\nQuestion: Who forced someone to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '(A')",44.0,44.0
45,jurassic-large,object-control-passive,Avery,Casey,False,pushed,to come,Casey,other,"You will be given a context and a question.
Context: Avery was pushed by Casey to come.

Question: Who pushed someone to come?
Answer: Casey
Question: Who was pushed to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was pushed by Casey to come.\n\nQuestion: Who pushed someone to come?\nAnswer: Casey\nQuestion: Who was pushed to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(Both')",45.0,45.0
46,jurassic-large,object-control-passive,Avery,Casey,False,pushed,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery was pushed by Casey to go.

Question: Who was pushed to go?
Answer: Avery
Question: Who pushed someone to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was pushed by Casey to go.\n\nQuestion: Who was pushed to go?\nAnswer: Avery\nQuestion: Who pushed someone to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '(A')",46.0,46.0
47,jurassic-large,object-control-passive,Avery,Casey,False,pushed,to read,Casey,Avery,"You will be given a context and a question.
Context: Avery was pushed by Casey to read.

Question: Who pushed someone to read?
Answer: Casey
Question: Who was pushed to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was pushed by Casey to read.\n\nQuestion: Who pushed someone to read?\nAnswer: Casey\nQuestion: Who was pushed to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(A')",47.0,47.0
48,jurassic-large,object-control-passive,Avery,Casey,False,pushed,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was pushed by Casey to run.

Question: Who was pushed to run?
Answer: Avery
Question: Who pushed someone to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was pushed by Casey to run.\n\nQuestion: Who was pushed to run?\nAnswer: Avery\nQuestion: Who pushed someone to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '(A')",48.0,48.0
49,jurassic-large,object-control-passive,Avery,Casey,False,pushed,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery was pushed by Casey to call.

Question: Who pushed someone to call?
Answer: Casey
Question: Who was pushed to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was pushed by Casey to call.\n\nQuestion: Who pushed someone to call?\nAnswer: Casey\nQuestion: Who was pushed to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '(A')",49.0,49.0
50,jurassic-large,object-control-passive,Avery,Joseph,False,told,to come,Joseph,Avery,"You will be given a context and a question.
Context: Avery was told by Joseph to come.

Question: Who was told to come?
Answer: Avery
Question: Who told someone to come?
Answer: Joseph
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was told by Joseph to come.\n\nQuestion: Who was told to come?\nAnswer: Avery\nQuestion: Who told someone to come?\nAnswer: Joseph\nQuestion: Who came?\nAnswer: ', '(A')",50.0,50.0
51,jurassic-large,object-control-passive,Avery,Joseph,False,told,to go,Joseph,Joseph,"You will be given a context and a question.
Context: Avery was told by Joseph to go.

Question: Who was told to go?
Answer: Avery
Question: Who told someone to go?
Answer: Joseph
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was told by Joseph to go.\n\nQuestion: Who was told to go?\nAnswer: Avery\nQuestion: Who told someone to go?\nAnswer: Joseph\nQuestion: Who went?\nAnswer: ', '(Joseph')",51.0,51.0
52,jurassic-large,object-control-passive,Avery,Joseph,False,told,to read,Joseph,other,"You will be given a context and a question.
Context: Avery was told by Joseph to read.

Question: Who told someone to read?
Answer: Joseph
Question: Who was told to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery was told by Joseph to read.\n\nQuestion: Who told someone to read?\nAnswer: Joseph\nQuestion: Who was told to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",52.0,52.0
53,jurassic-large,object-control-passive,Avery,Joseph,False,told,to run,Joseph,Joseph,"You will be given a context and a question.
Context: Avery was told by Joseph to run.

Question: Who told someone to run?
Answer: Joseph
Question: Who was told to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery was told by Joseph to run.\n\nQuestion: Who told someone to run?\nAnswer: Joseph\nQuestion: Who was told to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(Joseph')",53.0,53.0
54,jurassic-large,object-control-passive,Avery,Joseph,False,told,to call,Joseph,other,"You will be given a context and a question.
Context: Avery was told by Joseph to call.

Question: Who told someone to call?
Answer: Joseph
Question: Who was told to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery was told by Joseph to call.\n\nQuestion: Who told someone to call?\nAnswer: Joseph\nQuestion: Who was told to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '____')",54.0,54.0
55,jurassic-large,object-control-passive,Avery,Joseph,False,ordered,to come,Joseph,Joseph,"You will be given a context and a question.
Context: Avery was ordered by Joseph to come.

Question: Who ordered someone to come?
Answer: Joseph
Question: Who was ordered to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery was ordered by Joseph to come.\n\nQuestion: Who ordered someone to come?\nAnswer: Joseph\nQuestion: Who was ordered to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(Joseph')",55.0,55.0
56,jurassic-large,object-control-passive,Avery,Joseph,False,ordered,to go,Joseph,Avery,"You will be given a context and a question.
Context: Avery was ordered by Joseph to go.

Question: Who was ordered to go?
Answer: Avery
Question: Who ordered someone to go?
Answer: Joseph
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery was ordered by Joseph to go.\n\nQuestion: Who was ordered to go?\nAnswer: Avery\nQuestion: Who ordered someone to go?\nAnswer: Joseph\nQuestion: Who went?\nAnswer: ', '(A')",56.0,56.0
