,model,exp_type,prompt,pred,true,response,Unnamed: 0
10,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Police said Bernard confessed to detectives that he had sex with a young girl in November 2002 and admitted to knowing about sexual acts involving children and a dog that occurred at Hosanna Church .""
Question: In the event ""involving"", does the state of the participant ""children"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Police said Bernard confessed to detectives that he had sex with a young girl in November 2002 and admitted to knowing about sexual acts involving children and a dog that occurred at Hosanna Church.""
Question: In the event ""involving"", does the state of the participant ""children"" change?
Answer: 

A:

The sentence is grammatically correct. 
The word ""involving""",10.0
11,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Prices for electricity jumped from an average of $ 249 a megawatt to $ 700 a megawatt within three days , ISO records show .""
Question: In the event ""jumped"", does the state of the participant ""Prices"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Prices for electricity jumped from an average of $ 249 a megawatt to $ 700 a megawatt within three days, ISO records show.""
Question: In the event ""jumped"", does the state of the participant ""Prices"" change?
Answer: 

A:

The state of the participant ""Prices"" changes.
The state of the participant ""Prices"" changes",11.0
12,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""This action accelerated the utilities ' move toward bankruptcy and forced the governor to move the state into the power - buying business . """"
Question: In the event ""accelerated"", does the state of the participant ""action"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""This action accelerated the utilities'move toward bankruptcy and forced the governor to move the state into the power - buying business. """"
Question: In the event ""accelerated"", does the state of the participant ""action"" change?
Answer: 

A:

The sentence is grammatically correct, but it is not clear what the author means. 
The sentence could be rephrased",12.0
13,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I work for a large retail company recently expanding our operations into Canada and had to travel to ensure all of our computer network equipment was installed properly and on time .""
Question: In the event ""work"", does the state of the participant ""I"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I work for a large retail company recently expanding our operations into Canada and had to travel to ensure all of our computer network equipment was installed properly and on time.""
Question: In the event ""work"", does the state of the participant ""I"" change?
Answer: 

A:

The state of the participant ""I"" changes.

I work for a large retail company recently expanding our",13.0
14,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: """" Their screams changed , "" Dr. Fortier said .""
Question: In the event ""changed"", does the state of the participant ""screams"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: """" Their screams changed, "" Dr. Fortier said.""
Question: In the event ""changed"", does the state of the participant ""screams"" change?
Answer: 

A:

The sentence is ambiguous. 

Their screams changed, Dr. Fortier said.

The first part of the sentence is a noun phrase, and the second part is a verb phrase. ",14.0
15,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Family owned and operated makes sure the atmosphere is relaxed and the food home - cooked with style .""
Question: In the event ""cooked"", does the state of the participant ""food"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Family owned and operated makes sure the atmosphere is relaxed and the food home - cooked with style.""
Question: In the event ""cooked"", does the state of the participant ""food"" change?
Answer: 

A:

The sentence is ambiguous. 

Family owned and operated makes sure the atmosphere is relaxed and the food home - cooked with style.

The first part of the sentence",15.0
16,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I have a 9 month old German Shepherd that I raised from a puppy .""
Question: In the event ""raised"", does the state of the participant ""Shepherd"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I have a 9 month old German Shepherd that I raised from a puppy.""
Question: In the event ""raised"", does the state of the participant ""Shepherd"" change?
Answer: 

Yes, the state of the participant changes.
No, the state of the participant does not change.

A:

The state of the participant changes.

The state of the participant is",16.0
17,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""In Texas , BP shut its 460,000 barrels per day refinery and Marathon shut its 72,000 bpd plant .""
Question: In the event ""shut"", does the state of the participant ""Marathon"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""In Texas, BP shut its 460,000 barrels per day refinery and Marathon shut its 72,000 bpd plant.""
Question: In the event ""shut"", does the state of the participant ""Marathon"" change?
Answer: 

A:

The sentence is not grammatically correct.
The correct sentence would be:

In Texas, BP shut its 460,000 barrels per day",17.0
18,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas .""
Question: In the event ""infiltrate"", does the state of the participant ""areas"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas.""
Question: In the event ""infiltrate"", does the state of the participant ""areas"" change?
Answer: 

A:

The verb ""infiltrate"" is intransitive, so the state of the participant ""areas"" does not change.
",18.0
19,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""They kept the name Oracle and created the RDBMS engine .""
Question: In the event ""created"", does the state of the participant ""engine"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""They kept the name Oracle and created the RDBMS engine.""
Question: In the event ""created"", does the state of the participant ""engine"" change?
Answer: 

Yes, the state of the participant ""engine"" changes.
No, the state of the participant ""engine"" does not change.

A:

The answer is No.
The state of the participant """,19.0
20,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The intruders slit the screen of the window .""
Question: In the event ""slit"", does the state of the participant ""intruders"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The intruders slit the screen of the window.""
Question: In the event ""slit"", does the state of the participant ""intruders"" change?
Answer: 

A:

The intruders slit the screen of the window.

The intruders slit the screen of the window.

The intruders slit the screen of the window.

The intruders slit the",20.0
21,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""First room had used tissues next to the bed and I requested it be rectified .""
Question: In the event ""rectified"", does the state of the participant ""it"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""First room had used tissues next to the bed and I requested it be rectified.""
Question: In the event ""rectified"", does the state of the participant ""it"" change?
Answer: 

A:

The sentence is not grammatically correct.

First room had used tissues next to the bed and I requested it be rectified.

The subject of the sentence is """,21.0
22,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: """" The governor believes it was the defining moment , when what was a mounting problem turned into an instant crisis , "" Maviglio said .""
Question: In the event ""turned"", does the state of the participant ""what"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: """" The governor believes it was the defining moment, when what was a mounting problem turned into an instant crisis, "" Maviglio said.""
Question: In the event ""turned"", does the state of the participant ""what"" change?
Answer: 

A:

The governor believes it was the defining moment, when what was a mounting problem turned into an instant crisis.

The governor believes",22.0
23,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""In the end Nixon kept his promise for "" . peace with honor .. """"
Question: In the event ""kept"", does the state of the participant ""Nixon"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""In the end Nixon kept his promise for "". peace with honor.. """"
Question: In the event ""kept"", does the state of the participant ""Nixon"" change?
Answer: 

A:

The sentence is ambiguous. 

In the end Nixon kept his promise for peace with honor.

The sentence can be interpreted in two ways.

In the end Nixon kept",23.0
24,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The lady at pet smart said 4 hours , but on places on the net it says 10 to 12 hours .""
Question: In the event ""said"", does the state of the participant ""hours"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The lady at pet smart said 4 hours, but on places on the net it says 10 to 12 hours.""
Question: In the event ""said"", does the state of the participant ""hours"" change?
Answer: 

A:

The lady at pet smart said 4 hours, but on places on the net it says 10 to 12 hours.

The lady at pet smart said 4 hours",24.0
25,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The German Expressionist movement was destroyed as a result .""
Question: In the event ""destroyed"", does the state of the participant ""movement"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The German Expressionist movement was destroyed as a result.""
Question: In the event ""destroyed"", does the state of the participant ""movement"" change?
Answer: 

Yes, the state of the participant ""movement"" changes.
No, the state of the participant ""movement"" does not change.

A:

Yes, the state of the participant ""movement",25.0
26,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Last week , Federal District Judge Lynn Hughes in Huston , Texas , threw out Wilson 's two - decades old conviction .""
Question: In the event ""threw"", does the state of the participant ""Hughes"" change?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""Last week, Federal District Judge Lynn Hughes in Huston, Texas, threw out Wilson's two - decades old conviction.""
Question: In the event ""threw"", does the state of the participant ""Hughes"" change?
Answer: 

A:

The answer is no.
The verb throw is intransitive, so the state of the participant does not change.

A",26.0
27,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""He looked like a great guy for your group .""
Question: In the event ""looked"", does the state of the participant ""He"" change?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""He looked like a great guy for your group.""
Question: In the event ""looked"", does the state of the participant ""He"" change?
Answer: 

Yes, the state of the participant ""He"" changes.
No, the state of the participant ""He"" does not change.

A:

Yes, the state of the participant ""He"" changes.

",27.0
28,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Yahoo! Mail has the best spam protection around""
Question: In the event ""has"", does the state of the participant ""protection"" change?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""Yahoo! Mail has the best spam protection around""
Question: In the event ""has"", does the state of the participant ""protection"" change?
Answer: 

Yes, the state of the participant changes.
No, the state of the participant does not change.

A:

Yes, the state of the participant changes.

This is correct.

No, the",28.0
29,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""'' We have a very small number of forces in Shindand with a few helicopters , '' says Barno .""
Question: In the event ""says"", does the state of the participant ""Barno"" change?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""'' We have a very small number of forces in Shindand with a few helicopters, '' says Barno.""
Question: In the event ""says"", does the state of the participant ""Barno"" change?
Answer: 

A:

The sentence is a question, and the answer is no.
The sentence is a question, and the answer is no.
The sentence is",29.0
30,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The bombings implicated Muslims , and exacerbated regional tensions which the Bush regime and its friends wearing the brass in the Philippine military sought to exploit .""
Question: In the event ""implicated"", does the state of the participant ""bombings"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The bombings implicated Muslims, and exacerbated regional tensions which the Bush regime and its friends wearing the brass in the Philippine military sought to exploit.""
Question: In the event ""implicated"", does the state of the participant ""bombings"" change?
Answer: 

A:

The bombings implicated Muslims, and exacerbated regional tensions which the Bush regime and its friends wearing the brass in the Philippine military sought to",30.0
31,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .""
Question: In the event ""removed"", does the state of the participant ""Joe"" change?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt, friendly and informative service.""
Question: In the event ""removed"", does the state of the participant ""Joe"" change?
Answer: 

A:

The state of the participant does not change.
The verb ""remove"" is intransitive, so the state of the participant does",31.0
32,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I left you a voice mail on Friday .""
Question: In the event ""left"", does the state of the participant ""mail"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I left you a voice mail on Friday.""
Question: In the event ""left"", does the state of the participant ""mail"" change?
Answer: 

A:

The verb ""leave"" is intransitive, so the state of the participant does not change.

A:

The verb ""leave"" is intransitive, so the state of the participant does not change",32.0
33,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted .""
Question: In the event ""are"", does the state of the participant ""things"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted.""
Question: In the event ""are"", does the state of the participant ""things"" change?
Answer: 

A:

The sentence is ungrammatical.

There are so many things to do that you will only use your room for sleeping and the extra",33.0
34,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The 99 - tonne cache of AK47s was to have been secretly flown out from a US base in Bosnia .""
Question: In the event ""was"", does the state of the participant ""cache"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The 99 - tonne cache of AK47s was to have been secretly flown out from a US base in Bosnia.""
Question: In the event ""was"", does the state of the participant ""cache"" change?
Answer: 

A:

The cache is in the state of being a cache.
The cache is not in the state of being a secret.
The cache is not in",34.0
35,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I listed all of our ( sometimes mine vs. my wife 's favorites and priorities ) .""
Question: In the event ""listed"", does the state of the participant ""I"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I listed all of our ( sometimes mine vs. my wife's favorites and priorities ).""
Question: In the event ""listed"", does the state of the participant ""I"" change?
Answer: 

A:

The state of the participant ""I"" changes.

I listed all of our ( sometimes mine vs. my wife's favorites and priorities ).

The subject",35.0
36,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I enjoyed working with you and wish you the best of everything .""
Question: In the event ""wish"", does the state of the participant ""best"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I enjoyed working with you and wish you the best of everything.""
Question: In the event ""wish"", does the state of the participant ""best"" change?
Answer: 

A:

The sentence is grammatically correct.
The verb ""enjoy"" is a transitive verb, which means that it takes an object.
The object of the verb ""enjoy"" is """,36.0
37,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Seth provides deep tissue massage which has significantly reduced the pain in my neck and shoulders and added flexibility and movement back to the area .""
Question: In the event ""reduced"", does the state of the participant ""pain"" change?
Answer: 
",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Seth provides deep tissue massage which has significantly reduced the pain in my neck and shoulders and added flexibility and movement back to the area.""
Question: In the event ""reduced"", does the state of the participant ""pain"" change?
Answer: 

A:

The answer is yes.
The verb ""reduce"" is a transitive verb, which means that it takes an object.",37.0
38,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Dr. Obina told me that his office closed at noon and that I should call him on Monday .""
Question: In the event ""closed"", does the state of the participant ""office"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Dr. Obina told me that his office closed at noon and that I should call him on Monday.""
Question: In the event ""closed"", does the state of the participant ""office"" change?
Answer: 

A:

The state of the participant ""office"" changes.

The state of the participant ""office"" changes.

The state of the participant ""office"" changes",38.0
39,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""And a portion of each package or memorial purchased goes to a charity on their database .""
Question: In the event ""goes"", does the state of the participant ""portion"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""And a portion of each package or memorial purchased goes to a charity on their database.""
Question: In the event ""goes"", does the state of the participant ""portion"" change?
Answer: 

A:

The portion of each package or memorial purchased goes to a charity on their database.

The portion of each package or memorial purchased goes to a charity on their database.

",39.0
40,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""That indicates that they thrive in different water chemistries .""
Question: In the event ""indicates"", does the state of the participant ""That"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""That indicates that they thrive in different water chemistries.""
Question: In the event ""indicates"", does the state of the participant ""That"" change?
Answer: 

A:

The sentence is grammatically correct, but it is not idiomatic. 
The sentence is not idiomatic because it is not a complete sentence. 
The sentence is not complete because it lacks a subject",40.0
41,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""they have their own website which you can easily find using any search engine .""
Question: In the event ""have"", does the state of the participant ""website"" change?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""they have their own website which you can easily find using any search engine.""
Question: In the event ""have"", does the state of the participant ""website"" change?
Answer: 

Yes, the state of the participant ""website"" changes.
No, the state of the participant ""website"" does not change.

A:

Yes, the state of the participant",41.0
42,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said the agency has established viable wolf packs in the northern Rockies , as required by federal regulations .""
Question: In the event ""established"", does the state of the participant ""packs"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said the agency has established viable wolf packs in the northern Rockies, as required by federal regulations.""
Question: In the event ""established"", does the state of the participant ""packs"" change?
Answer: 

A:

The state of the participant ""packs"" does not change.
The state of the participant ""packs"" is established.

A:

The state of",42.0
43,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I have a friend out in Chicago this week , and I am trying to remember the name of an awesome hibachi style restaurant i visited while out there a couple years ago .""
Question: In the event ""remember"", does the state of the participant ""name"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I have a friend out in Chicago this week, and I am trying to remember the name of an awesome hibachi style restaurant i visited while out there a couple years ago.""
Question: In the event ""remember"", does the state of the participant ""name"" change?
Answer: 

A:

The state of the participant ""name"" changes.

The state of the participant """,43.0
44,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )""
Question: In the event ""painted"", does the state of the participant ""George"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )""
Question: In the event ""painted"", does the state of the participant ""George"" change?
Answer: 

A:

The answer is no.
The sentence is a sentence in",44.0
45,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""They kill people .""
Question: In the event ""kill"", does the state of the participant ""people"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""They kill people.""
Question: In the event ""kill"", does the state of the participant ""people"" change?
Answer: 

Yes, the state of the participant ""people"" changes.
No, the state of the participant ""people"" does not change.

A:

The state of the participant ""people"" changes.

This is a correct answer.

In",45.0
46,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""i think Miramar was a famous goat trainer or something .""
Question: In the event ""think"", does the state of the participant ""i"" change?
Answer: 
",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""i think Miramar was a famous goat trainer or something.""
Question: In the event ""think"", does the state of the participant ""i"" change?
Answer: 

A:

The answer is yes.
The sentence is a question, and the question is about the state of the participant ""i"".
The question is:

In the event ""think"", does the state of",46.0
47,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""On the positive side , the FERC commissioners lauded Wolak , his analysis , and his remarks on the panel .""
Question: In the event ""lauded"", does the state of the participant ""commissioners"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""On the positive side, the FERC commissioners lauded Wolak, his analysis, and his remarks on the panel.""
Question: In the event ""lauded"", does the state of the participant ""commissioners"" change?
Answer: 

A:

The sentence is a simple past tense construction. 

On the positive side, the FERC commissioners lauded Wolak, his analysis",47.0
48,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said his agency is still reviewing the decision .""
Question: In the event ""said"", does the state of the participant ""Bangs"" change?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said his agency is still reviewing the decision.""
Question: In the event ""said"", does the state of the participant ""Bangs"" change?
Answer: 

A:

The sentence is in the passive voice, so the subject of the verb is the same as the subject of the sentence. 

Bangs said his agency is still reviewing the decision.

The subject",48.0
49,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""After the split Dow Stock there are 120 shares .""
Question: In the event ""are"", does the state of the participant ""shares"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""After the split Dow Stock there are 120 shares.""
Question: In the event ""are"", does the state of the participant ""shares"" change?
Answer: 

A:

The state of the participant ""shares"" does not change.
The state of the participant ""are"" changes.

A:

The state of the participant ""shares"" does not change.",49.0
50,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Last month , Katrina devastated refineries in Louisiana and Mississippi and sent prices to a record high of 70.85 dollars a barrel .""
Question: In the event ""devastated"", does the state of the participant ""refineries"" change?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Last month, Katrina devastated refineries in Louisiana and Mississippi and sent prices to a record high of 70.85 dollars a barrel.""
Question: In the event ""devastated"", does the state of the participant ""refineries"" change?
Answer: 

A:

The verb ""devastate"" is a transitive verb, meaning that it requires an object.  The object of the",50.0
51,gpt_j,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The United States was to cut its level by 7 per cent .""
Question: In the event ""was"", does the state of the participant ""States"" change?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The United States was to cut its level by 7 per cent.""
Question: In the event ""was"", does the state of the participant ""States"" change?
Answer: 

A:

The answer is no.
The verb ""was"" is a copula, and it does not change the state of the subject.
The verb ""was"" is a copula, and it does",51.0
