,model,exp_type,prompt,pred,true,response,Unnamed: 0
20,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""There is a very good book on the subject that was written by General Vo Nguyen Giap .""
Question: In the event ""written"", does the state of the participant ""book"" change?
Answer: ",Yes,Yes,(Yes),20.0
21,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""A little birdie told me that you were checking into tickets for Seoul .""
Question: In the event ""checking"", does the state of the participant ""you"" change?
Answer: ",other,No,"(A) Yes, ""you"" is checking into tickets",21.0
22,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I have extensive experience as a technical leader in the design and development of modeling and simulation software products , mostly for the oil and gas pipeline industry .""
Question: In the event ""have"", does the state of the participant ""I"" change?
Answer: ",Yes,No,(Yes),22.0
23,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""They kill people .""
Question: In the event ""kill"", does the state of the participant ""people"" change?
Answer: ",No,Yes,(No),23.0
24,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""As a result , your finances improve - and your newfound confidence could attract new love into your life .""
Question: In the event ""improve"", does the state of the participant ""finances"" change?
Answer: ",No,Yes,(No),24.0
25,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""There are several just off their beautiful beach .""
Question: In the event ""are"", does the state of the participant ""several"" change?
Answer: ",No,No,(No),25.0
26,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""A pattern of arrests and seizures indicate that arms are brought by the LTTE from Laos , Cambodia and Thailand into Chittagong , from where they are transported northward by land to Bhutan .""
Question: In the event ""indicate"", does the state of the participant ""pattern"" change?
Answer: ",other,No,"(A) Yes, because ""indicate"" means ""to show"".",26.0
27,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Upon the same day he conquered Darius , won a great victory at sea , & died the same day .""
Question: In the event ""conquered"", does the state of the participant ""Darius"" change?
Answer: ",other,Yes,"(A) Yes, ""Darius"" is conquered",27.0
28,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The call was cancelled .""
Question: In the event ""cancelled"", does the state of the participant ""call"" change?
Answer: ",No,Yes,(No),28.0
29,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""But if -- there 's a painting on the wall in the Oval Office that shows a horseman charging up a steep cliff , and there are at least two other horsemen following .""
Question: In the event ""shows"", does the state of the participant ""painting"" change?
Answer: ",No,No,"(A) No, the painting does not change",29.0
30,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""We heard nothing .""
Question: In the event ""heard"", does the state of the participant ""nothing"" change?
Answer: ",No,No,(No),30.0
31,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .""
Question: In the event ""finish"", does the state of the participant ""forces"" change?
Answer: ",No,Yes,(No),31.0
32,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Following on the heels of Ben 's annoucement yesterday , I thought I 'd post that I have joined Google as well .""
Question: In the event ""post"", does the state of the participant ""I"" change?
Answer: ",Yes,No,(Yes),32.0
33,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""We need to change the lock and place posted signs at the gate .""
Question: In the event ""place"", does the state of the participant ""signs"" change?
Answer: ",No,No,(No),33.0
34,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""New Orleans mayor Ray Nagin said up to 80 % of the city was submerged , in some cases by waters 6 m ( 20 ft ) deep .""
Question: In the event ""submerged"", does the state of the participant ""%"" change?
Answer: ",Yes,Yes,(Yes),34.0
35,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""China and Japan , and the world at large , have more dollar reserves than they require .""
Question: In the event ""require"", does the state of the participant ""they"" change?
Answer: ",other,No,"(1) Yes, ""they"" is changed to ""China""",35.0
36,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""We need for interviewers to commit either to the morning ( 9 am - 12 pm ) or afternoon ( 2 pm - 5 pm ) complete session .""
Question: In the event ""commit"", does the state of the participant ""interviewers"" change?
Answer: ",other,Yes,"(A) Yes, because ""commit"" is a verb",36.0
37,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Well , they have a variety of sports that they play like basketball , soccer , etc .""
Question: In the event ""play"", does the state of the participant ""they"" change?
Answer: ",Yes,No,(Yes),37.0
38,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Iran is encircled by Afghanistan , by the Gulf States , Iraq and the Moslem republics of the former Soviet Union .""
Question: In the event ""encircled"", does the state of the participant ""Iran"" change?
Answer: ",other,Yes,"(A) Yes, Iran is encircled by Afghanistan , by the Gulf States ",38.0
39,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""As of January 10 , 2005 , my source of income changed from The Mozilla Foundation to Google , Inc. of Mountain View , California .""
Question: In the event ""changed"", does the state of the participant ""source"" change?
Answer: ",Yes,Yes,(Yes),39.0
40,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I left you a voice mail on Friday .""
Question: In the event ""left"", does the state of the participant ""mail"" change?
Answer: ",No,Yes,(No),40.0
41,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The last I checked , the Satanists have a long way to go to catch up with the death and destruction dealt out by self - proclaimed ( though false ) Christians .""
Question: In the event ""have"", does the state of the participant ""way"" change?
Answer: ",other,No,"(1) Yes, ""way"" changes",41.0
42,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""First room had used tissues next to the bed and I requested it be rectified .""
Question: In the event ""rectified"", does the state of the participant ""it"" change?
Answer: ",No,Yes,(No),42.0
43,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said his agency is still reviewing the decision .""
Question: In the event ""said"", does the state of the participant ""Bangs"" change?
Answer: ",No,No,(No),43.0
44,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""2005 sees you expanding your intuitive and psychic skills even more , Aquarius .""
Question: In the event ""expanding"", does the state of the participant ""skills"" change?
Answer: ",Yes,Yes,(Yes),44.0
45,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Dunn believes the resulting overcharges for electricity exceeded $ 30 billion .""
Question: In the event ""exceeded"", does the state of the participant ""$"" change?
Answer: ",No,No,(No),45.0
46,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I dropped the truck off in the morning and it was ready that afternoon .""
Question: In the event ""dropped"", does the state of the participant ""I"" change?
Answer: ",No,No,(No),46.0
47,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I think it was in the Lincoln Square area but do n't quote me on that .""
Question: In the event ""quote"", does the state of the participant ""me"" change?
Answer: ",No,No,(No),47.0
48,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I have a friend out in Chicago this week , and I am trying to remember the name of an awesome hibachi style restaurant i visited while out there a couple years ago .""
Question: In the event ""remember"", does the state of the participant ""name"" change?
Answer: ",Yes,No,(Yes),48.0
49,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Phenology studies an organism 's development and life cycle -- the pulse of life .""
Question: In the event ""studies"", does the state of the participant ""Phenology"" change?
Answer: ",No,Yes,(No),49.0
50,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""We need responses or direction by no later than COB on Monday , October 30 , 2000 .""
Question: In the event ""need"", does the state of the participant ""We"" change?
Answer: ",Yes,No,"(Yes) ""We"" is singular",50.0
51,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""In Texas , BP shut its 460,000 barrels per day refinery and Marathon shut its 72,000 bpd plant .""
Question: In the event ""shut"", does the state of the participant ""refinery"" change?
Answer: ",Yes,Yes,(Yes),51.0
52,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Enclosed is a worksheet for Ineos Acrylics .""
Question: In the event ""Enclosed"", does the state of the participant ""worksheet"" change?
Answer: ",No,No,(No),52.0
53,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Andreas Bechtolsheim built a microcomputer ; Vinod Khosla recruited him and Scott McNealy to manufacture computers based on it , and Bill Joy to develop a UNIX - based OS for the computer .""
Question: In the event ""built"", does the state of the participant ""microcomputer"" change?
Answer: ",No,Yes,"(A) No, the state of the participant ""microcomputer"" does not change",53.0
54,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""What followed the next day is considered by the governor and Dunn to be the pivotal moment of the energy crisis .""
Question: In the event ""followed"", does the state of the participant ""What"" change?
Answer: ",Yes,No,(Yes),54.0
55,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I anticipate completing the review of the Master Agreement form and submitting comments to you by Monday .""
Question: In the event ""completing"", does the state of the participant ""review"" change?
Answer: ",other,Yes,"(A) Yes, ""review"" changes to ""complete""",55.0
56,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""There 's plenty of parking , and I 've never had an issue with audience members who wo n't stop talking or answering their cellphones .""
Question: In the event ""stop"", does the state of the participant ""members"" change?
Answer: ",No,No,(No),56.0
57,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""It put hair on my chest and thanks to the owner s advice I invested vanguard , got myself a woman like Jerry , and became a republican .""
Question: In the event ""put"", does the state of the participant ""hair"" change?
Answer: ",other,Yes,1,57.0
58,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process""
Question: In the event ""abandoning"", does the state of the participant ""process"" change?
Answer: ",other,Yes,"(a) Yes, because ""abandoning"" means ""to stop""",58.0
59,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I need something reliable and good looking .""
Question: In the event ""need"", does the state of the participant ""something"" change?
Answer: ",No,No,(No),59.0
60,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The ACIA -- with participation by the United States , Canada , Denmark , Finland , Iceland , Norway , the Russian Federation and Sweden -- was begun in 2000 .""
Question: In the event ""begun"", does the state of the participant ""ACIA"" change?
Answer: ",other,Yes,"(A) Yes, because ""begun"" is a verb",60.0
61,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""He was trained to a harness / leash for outside time but he knew to use the litter pan inside .""
Question: In the event ""trained"", does the state of the participant ""He"" change?
Answer: ",Yes,Yes,(Yes),61.0
62,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: """" Our new lunar transportation system utilizes a unique architecture that will establish the equivalent of a two - way highway between the Earth and the Moon , "" Kistler told SPACE.com .""
Question: In the event ""establish"", does the state of the participant ""equivalent"" change?
Answer: ",other,Yes,"(A) Yes, ""establish"" is changed to ""establish""",62.0
63,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""He gave no service to anyone , risked nothing , and did not even slack off efficiently .""
Question: In the event ""gave"", does the state of the participant ""He"" change?
Answer: ",No,No,(No),63.0
64,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull .""
Question: In the event ""has"", does the state of the participant ""studios"" change?
Answer: ",No,Yes,(No),64.0
65,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy .""
Question: In the event ""winning"", does the state of the participant ""election"" change?
Answer: ",other,Yes,"(A) No, because ""winning"" is a noun",65.0
66,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Saddam killed every month more people than all those who died from suicide murders since the Coalition occupation of Iraq .""
Question: In the event ""died"", does the state of the participant ""those"" change?
Answer: ",No,Yes,(No),66.0
67,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The owner warned me that it was the best salsa I would ever had , and he was right .""
Question: In the event ""warned"", does the state of the participant ""owner"" change?
Answer: ",No,No,(No),67.0
68,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The mind becomes strong and sharp .""
Question: In the event ""becomes"", does the state of the participant ""mind"" change?
Answer: ",No,Yes,(No),68.0
69,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Thanks to repeated deployments to Iraq and Afghanistan , recruiting is at an all - time low .""
Question: In the event ""is"", does the state of the participant ""recruiting"" change?
Answer: ",No,Yes,(No),69.0
70,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .""
Question: In the event ""solved"", does the state of the participant ""amounts"" change?
Answer: ",No,No,(No),70.0
71,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""This entity was created in 2000 for the acquistion of WarpSpeed Communications ( now Enron WarpSpeed Services , Inc. 83N ) , and then dissolved upon completion of merger .""
Question: In the event ""created"", does the state of the participant ""entity"" change?
Answer: ",Yes,Yes,(Yes),71.0
72,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .""
Question: In the event ""removed"", does the state of the participant ""Joe"" change?
Answer: ",No,No,(No),72.0
73,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Everything was done on a timely manner and things were cleaned and picked up every day when the crew was done .""
Question: In the event ""done"", does the state of the participant ""Everything"" change?
Answer: ",No,Yes,(No),73.0
74,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The mass murder happening right now in Sudan , where the Arab Moslem regime is massacring its black Christian citizens , has nothing to do with Israel .""
Question: In the event ""massacring"", does the state of the participant ""citizens"" change?
Answer: ",other,Yes,"(a) No, because ""massacring"" is an action, not a state",74.0
75,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Michael helped shoot the majority of my firm 's website and we could not have been happier .""
Question: In the event ""shoot"", does the state of the participant ""majority"" change?
Answer: ",Yes,Yes,(Yes),75.0
76,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""i have a Mature male and female they are together a lot but never laid eggs as far as i know can anyone help me figure out how to make them mate""
Question: In the event ""laid"", does the state of the participant ""eggs"" change?
Answer: ",No,No,(No),76.0
77,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: """" Port Blair , Havelock Islands , Diglipur , Middle Nicobar , Campbell 's Bay , Neil Islands and Rangott are mostly overrun by foreigners , "" he said .""
Question: In the event ""said"", does the state of the participant ""he"" change?
Answer: ",No,No,"(a) No, ""he"" does not change",77.0
78,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: """" There is always the possibility they could jam us up , make us look like we are not numero uno , "" Pike said .""
Question: In the event ""said"", does the state of the participant ""Pike"" change?
Answer: ",No,No,(No),78.0
79,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I called and asked about the price for hair updo and the receptionist or owner who aswered the phone refused to tell me , or even just give me an approximate price range .""
Question: In the event ""aswered"", does the state of the participant ""phone"" change?
Answer: ",No,No,(No),79.0
80,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: """" It was about how he could humiliate her the most , "" prosecutor Dean Mandros said in closing arguments .""
Question: In the event ""said"", does the state of the participant ""Mandros"" change?
Answer: ",No,No,(No),80.0
81,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""America cried wolf in Iraq , and what 's scary is that sooner or later , that wolf will probably get us .""
Question: In the event ""cried"", does the state of the participant ""America"" change?
Answer: ",No,Yes,(No),81.0
82,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I have a 9 month old German Shepherd that I raised from a puppy .""
Question: In the event ""raised"", does the state of the participant ""Shepherd"" change?
Answer: ",Yes,Yes,(Yes),82.0
83,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The missile 's manufacturers state that one or two missiles could cripple a destroyer , and five missiles could sink a 20,000 ton ship .""
Question: In the event ""sink"", does the state of the participant ""ship"" change?
Answer: ",other,Yes,"(A) No, because ""ship"" is a noun",83.0
84,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""A team from the court managed to take his deposition before he died .""
Question: In the event ""died"", does the state of the participant ""he"" change?
Answer: ",No,Yes,(No),84.0
85,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""It 's become a guardian of morality -- not church morality ; real morality .""
Question: In the event ""become"", does the state of the participant ""It"" change?
Answer: ",other,Yes,"(1) Yes, ""It"" changes",85.0
86,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""they fixed my garage doors in literally less than an hour .""
Question: In the event ""fixed"", does the state of the participant ""doors"" change?
Answer: ",Yes,Yes,(Yes),86.0
87,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""They seem to be just that : rumors .""
Question: In the event ""seem"", does the state of the participant ""They"" change?
Answer: ",Yes,No,(Yes),87.0
88,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""( '' We have three generations of martyrs : grandmothers , mothers , daughters . '' )""
Question: In the event ""have"", does the state of the participant ""We"" change?
Answer: ",other,No,"( '' We have three generations of martyrs : grandmothers , mothers , daughters",88.0
89,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I remain convinced that if we can just get the facts in front of people they will modulate their approach .""
Question: In the event ""modulate"", does the state of the participant ""they"" change?
Answer: ",No,Yes,(No),89.0
90,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""You have to pay CASH ONLY before they start unloading track on your destination .""
Question: In the event ""pay"", does the state of the participant ""CASH"" change?
Answer: ",No,No,(No),90.0
91,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I HAD TO WAIT FOR MY WAITRESS .""
Question: In the event ""HAD"", does the state of the participant ""I"" change?
Answer: ",No,No,(No),91.0
92,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Police said Bernard confessed to detectives that he had sex with a young girl in November 2002 and admitted to knowing about sexual acts involving children and a dog that occurred at Hosanna Church .""
Question: In the event ""involving"", does the state of the participant ""children"" change?
Answer: ",Yes,Yes,(Yes),92.0
93,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Paula has an amazing gift for creativity , vision and the ability to combine art to / with commercial purpose .""
Question: In the event ""combine"", does the state of the participant ""art"" change?
Answer: ",Yes,Yes,(Yes),93.0
94,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I think he could 've done more to assuage my concerns by giving me concrete facts .""
Question: In the event ""assuage"", does the state of the participant ""concerns"" change?
Answer: ",No,Yes,(No),94.0
95,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: """" Our new lunar transportation system utilizes a unique architecture that will establish the equivalent of a two - way highway between the Earth and the Moon , "" Kistler told SPACE.com .""
Question: In the event ""utilizes"", does the state of the participant ""architecture"" change?
Answer: ",other,Yes,Utilize means to use,95.0
96,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""That indicates that they thrive in different water chemistries .""
Question: In the event ""indicates"", does the state of the participant ""That"" change?
Answer: ",No,No,(No),96.0
97,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Xinhua reports that a wide range of Iraqi political forces on Tuesday condemned Sharon 's murder of Sheikh Ahmed Yassin , a religious leader of Hamas , the day before .""
Question: In the event ""condemned"", does the state of the participant ""murder"" change?
Answer: ",No,No,(No),97.0
98,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Wolfowitz lied to him and said that there was a 10 to 50 % chance that Iraq was behind them .""
Question: In the event ""lied"", does the state of the participant ""Wolfowitz"" change?
Answer: ",Yes,No,(Yes),98.0
99,jurassic-large,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Guerrillas threatened to assassinate Prime Minister Iyad Allawi and Minister of Defense Hazem Shaalan in retaliation for the attack .""
Question: In the event ""assassinate"", does the state of the participant ""Allawi"" change?
Answer: ",No,Yes,(No),99.0
