,model,exp_type,prompt,pred,true,response,Unnamed: 0
16,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The store manager , Jim Smith , made an excellent tire recommendation for my newly acquired Lexus .""
In the event ""made"", does the state of the participant ""recommendation"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The store manager, Jim Smith, made an excellent tire recommendation for my newly acquired Lexus.""
In the event ""made"", does the state of the participant ""recommendation"" change?

A:

The sentence is ambiguous. 

The store manager made an excellent tire recommendation for my newly acquired Lexus.

The store manager made an excellent tire recommendation for my newly acquired Lexus",16.0
17,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""'' It was the first time that Bush totally focused on the Taliban threat rather than Al Qaeda with the Pakistanis , '' says a Western diplomat .""
In the event ""focused"", does the state of the participant ""Bush"" change?",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""'' It was the first time that Bush totally focused on the Taliban threat rather than Al Qaeda with the Pakistanis, '' says a Western diplomat.""
In the event ""focused"", does the state of the participant ""Bush"" change?

A:

The answer is yes.
The state of the participant ""Bush"" changes.
The state of the participant ""Bush"" changes because the state of the",17.0
18,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .""
In the event ""found"", does the state of the participant ""staff"" change?",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation.""
In the event ""found"", does the state of the participant ""staff"" change?

A:

The answer is yes.
The state of the staff is the same as the state of the participant.
The state of the facility is the same as the state of the participant",18.0
19,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it .""
In the event ""deliver"", does the state of the participant ""it"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""On August 21st, 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it.""
In the event ""deliver"", does the state of the participant ""it"" change?

A:

The sentence is ambiguous. 

On August 21st, 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it.

The",19.0
20,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""You want to bring something back with you from your deep space experience where you sensed your mind merging with the universal Mind .""
In the event ""sensed"", does the state of the participant ""you"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""You want to bring something back with you from your deep space experience where you sensed your mind merging with the universal Mind.""
In the event ""sensed"", does the state of the participant ""you"" change?

A:

Yes, the state of the participant ""you"" changes.
The sentence is saying that the participant ""you"" is in a state of mind that is merging with the universal",20.0
21,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""My last son , was born in Northern Ontario ....""
In the event ""born"", does the state of the participant ""son"" change?",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""My last son, was born in Northern Ontario....""
In the event ""born"", does the state of the participant ""son"" change?

A:

The answer is yes.
The sentence is a yes-no question.
The sentence is asking whether the state of the participant ""son"" changes.
The answer is yes.
The sentence is asking whether the state of the participant """,21.0
22,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Brass has an even higher melting point than bronze and I would think your charcoal just does n't get hot enough .""
In the event ""has"", does the state of the participant ""point"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Brass has an even higher melting point than bronze and I would think your charcoal just doesn't get hot enough.""
In the event ""has"", does the state of the participant ""point"" change?

A:

The sentence is correct.
The sentence is not correct.
The sentence is not correct because the word ""point"" is not used in the sentence.
The sentence is correct",22.0
23,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I have my paralegal gathering the pleadings Enron requested .""
In the event ""requested"", does the state of the participant ""Enron"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I have my paralegal gathering the pleadings Enron requested.""
In the event ""requested"", does the state of the participant ""Enron"" change?

A:

The sentence is ambiguous. 

I have my paralegal gathering the pleadings Enron requested.

The sentence is ambiguous because the word ""requested"" is not clear. 

I have",23.0
24,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I saw this place and it looked like the HOLY GRAIL .""
In the event ""saw"", does the state of the participant ""I"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I saw this place and it looked like the HOLY GRAIL.""
In the event ""saw"", does the state of the participant ""I"" change?

A:

I saw this place and it looked like the HOLY GRAIL.

The sentence is correct.

In the event ""saw"", does the state of the participant ""I"" change?

No.",24.0
25,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I had a sampler of IPA , Brawler , Love Stout & ESA .""
In the event ""had"", does the state of the participant ""sampler"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I had a sampler of IPA, Brawler, Love Stout & ESA.""
In the event ""had"", does the state of the participant ""sampler"" change?

A:

The sentence is ambiguous. 

I had a sampler of IPA, Brawler, Love Stout & ESA.

The sentence is ambiguous because the word sampler can be used to refer to a variety",25.0
26,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Plus , I work with Janet a lot so she may get some comfort from that , instead of having a lawyer she has n't dealt with initial it .""
In the event ""dealt"", does the state of the participant ""she"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Plus, I work with Janet a lot so she may get some comfort from that, instead of having a lawyer she hasn't dealt with initial it.""
In the event ""dealt"", does the state of the participant ""she"" change?

A:

The sentence is ambiguous. 

Plus, I work with Janet a lot so she may get some comfort from that, instead of having",26.0
27,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I think he could 've done more to assuage my concerns by giving me concrete facts .""
In the event ""assuage"", does the state of the participant ""concerns"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I think he could've done more to assuage my concerns by giving me concrete facts.""
In the event ""assuage"", does the state of the participant ""concerns"" change?

A:

The sentence is ambiguous. 

I think he could have done more to assuage my concerns by giving me concrete facts.

The sentence is ambiguous because it is",27.0
28,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Dunn believes the resulting overcharges for electricity exceeded $ 30 billion .""
In the event ""exceeded"", does the state of the participant ""overcharges"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Dunn believes the resulting overcharges for electricity exceeded $ 30 billion.""
In the event ""exceeded"", does the state of the participant ""overcharges"" change?

A:

The sentence is ambiguous. 

Dunn believes the resulting overcharges for electricity exceeded $ 30 billion.

The first part of the sentence is a yes-no question. 

Dunn believes",28.0
29,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""A Yellowstone wolf was found dead , hit by a car , on a Colorado highway last year , several hundred miles from home .""
In the event ""found"", does the state of the participant ""wolf"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""A Yellowstone wolf was found dead, hit by a car, on a Colorado highway last year, several hundred miles from home.""
In the event ""found"", does the state of the participant ""wolf"" change?

A:

The state of the participant is the state of the wolf.

A:

The state of the wolf is the state of the car.

A:
",29.0
30,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""He dated a beautiful young woman working on the campaign .""
In the event ""dated"", does the state of the participant ""He"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""He dated a beautiful young woman working on the campaign.""
In the event ""dated"", does the state of the participant ""He"" change?

A:

The sentence is ambiguous. 

He dated a beautiful young woman working on the campaign.

The sentence is ambiguous because the verb ""dated"" can be used to refer to a person, a place, or a time. 
",30.0
31,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I had the morelias enchiladas .""
In the event ""had"", does the state of the participant ""enchiladas"" change?",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I had the morelias enchiladas.""
In the event ""had"", does the state of the participant ""enchiladas"" change?

A:

The answer is yes.
The enchiladas are the same thing as the chiladas.
The enchiladas are the same thing as the chiladas.
The enchiladas are the same thing",31.0
32,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The United States was to cut its level by 7 per cent .""
In the event ""cut"", does the state of the participant ""level"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The United States was to cut its level by 7 per cent.""
In the event ""cut"", does the state of the participant ""level"" change?

A:

The sentence is ambiguous. 

The United States was to cut its level by 7 per cent.

The sentence is ambiguous because the word cut is not clear. 

The United States was to cut its level by",32.0
33,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The bear dwarfed the 6 - foot - 1 Mr. Parenteau , knocking him to the ground , he said .""
In the event ""dwarfed"", does the state of the participant ""Parenteau"" change?",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""The bear dwarfed the 6 - foot - 1 Mr. Parenteau, knocking him to the ground, he said.""
In the event ""dwarfed"", does the state of the participant ""Parenteau"" change?

A:

The answer is yes.
The sentence is a complete sentence, and the word ""dwarfed"" is a complete noun phrase.
The word """,33.0
34,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""There was a change made in the coding for the delta position and this has somehow messed up the liq value .""
In the event ""messed"", does the state of the participant ""value"" change?",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""There was a change made in the coding for the delta position and this has somehow messed up the liq value.""
In the event ""messed"", does the state of the participant ""value"" change?

A:

The answer is yes.
The sentence is correct.
The sentence is not correct.
The sentence is not correct because the sentence is not correct.
The sentence is not",34.0
35,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""He faxed it to you and will have the original Fedexed overnight .""
In the event ""faxed"", does the state of the participant ""it"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""He faxed it to you and will have the original Fedexed overnight.""
In the event ""faxed"", does the state of the participant ""it"" change?

A:

The state of the participant is the state of the object.

He faxed it to you and will have the original Fedexed overnight.

The state of the object is the state of the object",35.0
36,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The good news is that all of this is temporary , because the evolution of international law has always adapted itself to reality .""
In the event ""adapted"", does the state of the participant ""evolution"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The good news is that all of this is temporary, because the evolution of international law has always adapted itself to reality.""
In the event ""adapted"", does the state of the participant ""evolution"" change?

A:

The state of the participant ""evolution"" changes.

The state of the participant ""evolution"" changes.

The state of the participant ""evolution",36.0
37,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""To that regards , I noticed I was not approved to sell naked calls .""
In the event ""noticed"", does the state of the participant ""I"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""To that regards, I noticed I was not approved to sell naked calls.""
In the event ""noticed"", does the state of the participant ""I"" change?

A:

The state of the participant ""I"" changes.

The state of the participant ""I"" changes.

The state of the participant ""I"" changes.

The state of the participant ""I"" changes",37.0
38,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""It boggles the mind that ANYONE can take at face value Bush 's claims to be a christian , yet many seem to do just that .""
In the event ""boggles"", does the state of the participant ""mind"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""It boggles the mind that ANYONE can take at face value Bush's claims to be a christian, yet many seem to do just that.""
In the event ""boggles"", does the state of the participant ""mind"" change?

A:

The state of the mind is not the same as the state of the body.
The state of the mind is the state of the mind",38.0
39,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""In 1594 PEREZ wrote & published a book under the assumed name of "" RAPHAEL PEREGRINO . """"
In the event ""wrote"", does the state of the participant ""book"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""In 1594 PEREZ wrote & published a book under the assumed name of "" RAPHAEL PEREGRINO. """"
In the event ""wrote"", does the state of the participant ""book"" change?

A:

The state of the participant book does not change.
The state of the book is the state of the book.
The state of the book is the state of the",39.0
40,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""In the words of my new accountant , THEY LET ME DOWN !""
In the event ""LET"", does the state of the participant ""ME"" change?",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""In the words of my new accountant, THEY LET ME DOWN!""
In the event ""LET"", does the state of the participant ""ME"" change?

A:

The answer is yes.
The state of the participant is the same as the state of the sentence.
The state of the sentence is the same as the state of the sentence.
The state of the sentence is the same",40.0
41,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Sheikh Naji Al - Abbudi , a spokesman for Sistani , affirmed the claims that the Grand Ayatollah is backing the United Iraqi Coalition list .""
In the event ""backing"", does the state of the participant ""list"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Sheikh Naji Al - Abbudi, a spokesman for Sistani, affirmed the claims that the Grand Ayatollah is backing the United Iraqi Coalition list.""
In the event ""backing"", does the state of the participant ""list"" change?

A:

The state of the participant ""list"" changes.
The state of the participant ""list"" is the state of the participant """,41.0
42,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Lo and behold , they replaced the screen ( which had to be ordered ) yesterday and did n't charge me a dime .""
In the event ""charge"", does the state of the participant ""me"" change?",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""Lo and behold, they replaced the screen ( which had to be ordered ) yesterday and didn't charge me a dime.""
In the event ""charge"", does the state of the participant ""me"" change?

A:

The answer is yes.
The sentence is a yes-no question.
The state of the participant ""me"" changes when the replacement is made.
The state of",42.0
43,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""This defeats the purpose of using a Tradename .""
In the event ""defeats"", does the state of the participant ""purpose"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""This defeats the purpose of using a Tradename.""
In the event ""defeats"", does the state of the participant ""purpose"" change?

A:

The purpose of using a Tradename is to identify the product or service. 
The purpose of using a Tradename is to identify the product or service.
The purpose of using a Tradename is to identify the product or service.",43.0
44,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) .""
In the event ""dominated"", does the state of the participant ""elections"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations, principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ).""
In the event ""dominated"", does the state of the participant ""elections"" change?

A:

The state of the participant ""elections"" changes.

The state of the participant ""elect",44.0
45,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Orders for the deal to go ahead were given by the US Department of Defense .""
In the event ""given"", does the state of the participant ""Orders"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Orders for the deal to go ahead were given by the US Department of Defense.""
In the event ""given"", does the state of the participant ""Orders"" change?

A:

The sentence is ambiguous. 

""Orders for the deal to go ahead were given by the US Department of Defense.""

The sentence is ambiguous because the word ""for"" is not clear.",45.0
46,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process""
In the event ""abandoning"", does the state of the participant ""process"" change?",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process""
In the event ""abandoning"", does the state of the participant ""process"" change?

A:

The answer is yes.
The question is asking about the state of the process.
The process is the process of the state of the",46.0
47,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""( '' We have three generations of martyrs : grandmothers , mothers , daughters . '' )""
In the event ""have"", does the state of the participant ""We"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""( '' We have three generations of martyrs : grandmothers, mothers, daughters. '' )""
In the event ""have"", does the state of the participant ""We"" change?

A:

The state of the participant is the state of the speaker.

We have three generations of martyrs : grandmothers, mothers, daughters.

The state of the speaker is the state of the",47.0
48,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""He warned water levels could still rise .""
In the event ""rise"", does the state of the participant ""levels"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""He warned water levels could still rise.""
In the event ""rise"", does the state of the participant ""levels"" change?

A:

The sentence is ambiguous. 

He warned water levels could still rise.

The sentence is ambiguous because the verb ""warn"" can be used to indicate both a state of the water level and a state of the water level.

He warned",48.0
49,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Attached is my draft of a request for rehearing .""
In the event ""Attached"", does the state of the participant ""draft"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Attached is my draft of a request for rehearing.""
In the event ""Attached"", does the state of the participant ""draft"" change?

A:

The sentence is ambiguous. 

""Attached is my draft of a request for rehearing.""

Is it a request for rehearing? 

Or is it a draft of a request for rehearing?
",49.0
50,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The ACIA -- with participation by the United States , Canada , Denmark , Finland , Iceland , Norway , the Russian Federation and Sweden -- was begun in 2000 .""
In the event ""begun"", does the state of the participant ""ACIA"" change?",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The ACIA -- with participation by the United States, Canada, Denmark, Finland, Iceland, Norway, the Russian Federation and Sweden -- was begun in 2000.""
In the event ""begun"", does the state of the participant ""ACIA"" change?

A:

The answer is yes.
The ACIA is a state of the ACIA.
The ACIA is a state of the",50.0
51,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs .""
In the event ""fungus"", does the state of the participant ""eggs"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs.""
In the event ""fungus"", does the state of the participant ""eggs"" change?

A:

The sentence is ambiguous. 

Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs.

The first part of the",51.0
